,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover
22,4310073,20000000,4074,3990,0.0319,0.0416,0.0722,0.002613,0.98,1.7,2012-01-22,jZqK3wO,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_fbds, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS
23,4305581,20000000,3821,4151,0.0356,0.0416,0.1226,0.002335,0.91,1.57,2012-01-22,9wNOLJ1,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_ofc, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
24,4302514,20000000,3857,4181,0.0357,0.0415,0.122,0.002326,0.9,1.56,2012-01-22,XpdAYw8,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvmalld1_olto, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
25,3580834,20000000,4318,3637,0.0268,0.0346,0.0619,0.002579,0.87,1.65,2012-01-22,RpGOnOz,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_iucs, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,PASS,FAIL,PASS
26,4006396,20000000,3907,4136,0.0338,0.0387,0.0864,0.002291,0.87,1.57,2012-01-22,KbWMO8k,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_ffcf, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
27,2974673,20000000,3703,3971,0.0307,0.0287,0.0429,0.001874,0.8,1.68,2012-01-22,RpGox8g,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_cash_n_equivalents, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS
28,3717459,20000000,4181,3863,0.0317,0.0359,0.0686,0.002264,0.79,1.48,2012-01-22,lVon7m7,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_mpns, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
29,3909465,20000000,4114,3859,0.0307,0.0378,0.0798,0.00246,0.76,1.39,2012-01-22,Ew9PrAr,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_tot_revenue, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
30,3951221,20000000,4143,3814,0.0305,0.0382,0.0782,0.002505,0.76,1.38,2012-01-22,Qawxa95,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_tot_inventory, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
31,3273587,20000000,3971,4135,0.033,0.0316,0.0515,0.001917,0.72,1.43,2012-01-22,WpvRrVd,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_aor, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
32,2358614,20000000,3974,4047,0.0275,0.0228,0.0152,0.001654,0.71,1.66,2012-01-22,378v9n6,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_ccns, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS
33,2358614,20000000,3974,4047,0.0275,0.0228,0.0152,0.001654,0.71,1.66,2012-01-22,m8EWlZ1,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvmalld1_ccns, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,PASS,PASS,PASS
34,3597067,20000000,4138,3900,0.0306,0.0347,0.0623,0.00227,0.67,1.27,2012-01-22,roZMnA3,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvmalld1_ppos, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
35,2877309,20000000,4116,3509,0.0213,0.0278,0.0762,0.002609,0.67,1.43,2012-01-22,xxJo7vW,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_olto, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
36,2877309,20000000,4116,3509,0.0213,0.0278,0.0762,0.002609,0.67,1.43,2012-01-22,8zMxK1v,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm_olto, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
37,3050072,20000000,4434,3495,0.0261,0.0295,0.0689,0.002261,0.67,1.37,2012-01-22,jZqKbYE,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_curr_assets, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
38,2972085,20000000,4016,3502,0.021,0.0287,0.0539,0.002737,0.66,1.38,2012-01-22,PpkRGEx,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_cdav, industry, 252, std=1), 252), densify(group))",PASS,PASS,PASS,FAIL,FAIL,PASS,PASS
39,2751187,20000000,4250,3405,0.0213,0.0266,0.0472,0.002494,0.65,1.4,2012-01-22,dxNrX92,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_iscs, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
40,2889477,20000000,3959,4148,0.0339,0.0279,0.0488,0.001646,0.6,1.28,2012-01-22,Lp0wodv,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_roe, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
41,3257695,20000000,5053,3009,0.0243,0.0315,0.1449,0.002593,0.5,0.99,2012-01-22,dxNMEOx,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvmfm_eltq, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
42,2112773,20000000,4336,3593,0.0267,0.0204,0.0543,0.001528,0.44,1.08,2012-01-22,7weRw0O,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_curr_liabilities, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
43,1768492,20000000,3800,3811,0.0289,0.0171,0.08,0.001182,0.31,0.85,2012-01-22,Ppkmprx,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_acc_payable, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
44,1225955,20000000,3707,3952,0.0227,0.0118,0.026,0.001042,0.29,0.93,2012-01-22,ad58ma1,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_fcos, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
45,1696075,20000000,4602,2923,0.0221,0.0164,0.0542,0.001485,0.28,0.78,2012-01-22,Awo8Jzl,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_acta, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
46,1953208,20000000,5030,2992,0.0247,0.0189,0.1216,0.00153,0.27,0.69,2012-01-22,dxN6J92,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_tot_assets, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
47,1518638,20000000,3593,3762,0.0208,0.0147,0.0412,0.001413,0.26,0.76,2012-01-22,ad59Lk2,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_ltio, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
48,2962057,20000000,4395,3926,0.089,0.0286,0.2333,0.000643,0.24,0.51,2012-01-22,jZqKbeE,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_ve, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
49,1552646,20000000,5107,2538,0.0225,0.015,0.1063,0.001335,0.2,0.57,2012-01-22,Lp0Yrxe,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_eltq, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
50,979059,20000000,3900,4123,0.0314,0.0095,0.0554,0.000602,0.18,0.65,2012-01-22,k3z6VEd,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvmfm2_fcos, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
51,1093384,20000000,4137,3488,0.0214,0.0106,0.1107,0.000989,0.15,0.5,2012-01-22,g1nVqGl,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_cnin, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
52,1131101,20000000,4136,3497,0.0212,0.0109,0.1049,0.001033,0.15,0.52,2012-01-22,g1nVdzM,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_inds, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
53,958763,20000000,4549,2978,0.021,0.0093,0.0632,0.000883,0.14,0.51,2012-01-22,p6926l3,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_lctl, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
54,663077,20000000,3902,4124,0.0314,0.0064,0.0622,0.000408,0.1,0.44,2012-01-22,Ew9Pmn9,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_fcos, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
55,462904,20000000,3753,3410,0.02,0.0045,0.0345,0.000448,0.06,0.32,2012-01-22,Awo8wJY,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_bloo, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
56,406715,20000000,3534,4037,0.0212,0.0039,0.0488,0.00037,0.04,0.25,2012-01-22,071V0Jv,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_xecs, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
57,182638,20000000,3668,3466,0.023,0.0018,0.0698,0.000153,0.01,0.1,2012-01-22,NpYl2Ap,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_lt_debt, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
58,59080,20000000,3716,3565,0.0202,0.0006,0.1156,5.7e-05,0.0,0.03,2012-01-22,qAQJmvO,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_annfvmfm2_bpao, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
59,-263981,20000000,4211,3484,0.0252,-0.0025,0.139,-0.000202,-0.02,-0.12,2012-01-22,XpdAeEz,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_cogs, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
60,-844398,20000000,4238,3688,0.04,-0.0082,0.1156,-0.000408,-0.11,-0.43,2012-01-22,8zMxdvv,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_capex, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
61,-905431,20000000,3718,3808,0.0259,-0.0087,0.1512,-0.000676,-0.15,-0.58,2012-01-22,VpAb6kM,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_debt_issuance, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
62,-899515,20000000,3578,3661,0.025,-0.0087,0.1213,-0.000696,-0.16,-0.6,2012-01-22,5wPd2M6,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_ndlf, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,PASS,PASS
63,-3259252,20000000,4119,3936,0.0248,-0.0315,0.3724,-0.002537,-0.69,-1.38,2012-01-22,MpJNW6L,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_dtns, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
64,-3347334,20000000,4096,3915,0.0247,-0.0323,0.377,-0.002612,-0.72,-1.41,2012-01-22,jZqKbno,"group = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;group_neutralize(ts_scale(group_backfill(fnd23_net_debt, industry, 252, std=1), 252), densify(group))",PASS,PASS,FAIL,FAIL,FAIL,FAIL,PASS
