Unnamed: 0,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover
3.0,21655819.0,20000000.0,498.0,510.0,0.516,0.2091,0.0596,0.000811,2.01,3.16,2012-01-22,7wlKqXv,"pro_A_1 = oth460_1l_ccns;stock_A_1 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_1 = group_zscore(ts_ir(returns, 252), industry);alpha_A_1 = regression_neut(stock_A_1, factor_A_1);signal_A_1 = trade_when(pro_A_1<=0.5, alpha_A_1, pro_A_1>0.5);entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);add(scale_down(signal_A_1), scale_down(signal_B_1), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
4.0,21412434.0,20000000.0,496.0,512.0,0.4988,0.2068,0.0695,0.000829,1.97,3.06,2012-01-22,5wYaMWJ,"pro_A_2 = oth460_1l_ccns;stock_A_2 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_2 = group_zscore(ts_ir(returns, 252), industry);alpha_A_2 = vector_neut(stock_A_2, factor_A_2);signal_A_2 = trade_when(pro_A_2<=0.5, alpha_A_2, pro_A_2>0.5);entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);add(scale_down(signal_A_2), scale_down(signal_B_1), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
5.0,20891285.0,20000000.0,867.0,870.0,0.5687,0.2017,0.08,0.000709,1.97,3.3,2012-01-22,z9eJw5K,"pro_A_0 = oth460_1l_acda;stock_A_0 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_0 = group_zscore(ts_ir(returns, 252), industry);alpha_A_0 = regression_neut(stock_A_0, factor_A_0);signal_A_0 = trade_when(pro_A_0<=0.5, alpha_A_0, pro_A_0>0.5);entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);add(scale_down(signal_A_0), scale_down(signal_B_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
6.0,22616101.0,20000000.0,373.0,380.0,0.5187,0.2184,0.08,0.000842,1.95,3.01,2012-01-22,vLPe0wa,"pro_A_1 = oth460_1l_ccns;stock_A_1 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_1 = group_zscore(ts_ir(returns, 252), industry);alpha_A_1 = regression_neut(stock_A_1, factor_A_1);signal_A_1 = trade_when(pro_A_1<=0.5, alpha_A_1, pro_A_1>0.5);entry_B_2 = ts_rank( ts_std_dev(oth460_1l_aiec, 21), 252 ); maintenance_B_2 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_2 = entry_B_2 < 0.5;signal_B_2 =  trade_when(entry_B_2>0.55, maintenance_B_2, quit_B_2);add(scale_down(signal_A_1), scale_down(signal_B_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
7.0,21744919.0,20000000.0,614.0,613.0,0.509,0.21,0.0695,0.000825,1.94,3.02,2012-01-22,oKZ9ddJ,"pro_A_0 = oth460_1l_acda;stock_A_0 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_0 = group_zscore(ts_ir(returns, 252), industry);alpha_A_0 = regression_neut(stock_A_0, factor_A_0);signal_A_0 = trade_when(pro_A_0<=0.5, alpha_A_0, pro_A_0>0.5);entry_B_2 = ts_rank( ts_std_dev(oth460_1l_aiec, 21), 252 ); maintenance_B_2 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_2 = entry_B_2 < 0.5;signal_B_2 =  trade_when(entry_B_2>0.55, maintenance_B_2, quit_B_2);add(scale_down(signal_A_0), scale_down(signal_B_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
8.0,22431915.0,20000000.0,371.0,380.0,0.5013,0.2166,0.0714,0.000864,1.93,2.94,2012-01-22,5wYq766,"pro_A_2 = oth460_1l_ccns;stock_A_2 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_2 = group_zscore(ts_ir(returns, 252), industry);alpha_A_2 = vector_neut(stock_A_2, factor_A_2);signal_A_2 = trade_when(pro_A_2<=0.5, alpha_A_2, pro_A_2>0.5);entry_B_2 = ts_rank( ts_std_dev(oth460_1l_aiec, 21), 252 ); maintenance_B_2 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_2 = entry_B_2 < 0.5;signal_B_2 =  trade_when(entry_B_2>0.55, maintenance_B_2, quit_B_2);add(scale_down(signal_A_2), scale_down(signal_B_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
9.0,20570305.0,20000000.0,865.0,873.0,0.5481,0.1986,0.0837,0.000725,1.89,3.14,2012-01-22,YpY210v,"pro_A_3 = oth460_1l_acda;stock_A_3 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_3 = group_zscore(ts_ir(returns, 252), industry);alpha_A_3 = vector_neut(stock_A_3, factor_A_3);signal_A_3 = trade_when(pro_A_3<=0.5, alpha_A_3, pro_A_3>0.5);entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);add(scale_down(signal_A_3), scale_down(signal_B_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
10.0,21413509.0,20000000.0,613.0,614.0,0.4895,0.2068,0.0734,0.000845,1.88,2.9,2012-01-22,Np8gNb8,"pro_A_3 = oth460_1l_acda;stock_A_3 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_3 = group_zscore(ts_ir(returns, 252), industry);alpha_A_3 = vector_neut(stock_A_3, factor_A_3);signal_A_3 = trade_when(pro_A_3<=0.5, alpha_A_3, pro_A_3>0.5);entry_B_2 = ts_rank( ts_std_dev(oth460_1l_aiec, 21), 252 ); maintenance_B_2 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_2 = entry_B_2 < 0.5;signal_B_2 =  trade_when(entry_B_2>0.55, maintenance_B_2, quit_B_2);add(scale_down(signal_A_3), scale_down(signal_B_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
11.0,21998841.0,20000000.0,603.0,604.0,0.6205,0.2124,0.0553,0.000685,1.84,3.15,2012-01-22,Gw9M2oZ,"pro_A_4 = oth460_1l_m3r_mtn_spb_se;stock_A_4 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_4 = group_zscore(ts_ir(returns, 252), industry);alpha_A_4 = regression_neut(stock_A_4, factor_A_4);signal_A_4 = trade_when(pro_A_4<=0.5, alpha_A_4, pro_A_4>0.5);entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);add(scale_down(signal_A_4), scale_down(signal_B_1), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
12.0,20433546.0,20000000.0,531.0,543.0,0.5862,0.1973,0.0733,0.000673,1.81,3.12,2012-01-22,dxvEwZj,"pro_A_1 = oth460_1l_ccns;stock_A_1 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_1 = group_zscore(ts_ir(returns, 252), industry);alpha_A_1 = regression_neut(stock_A_1, factor_A_1);signal_A_1 = trade_when(pro_A_1<=0.5, alpha_A_1, pro_A_1>0.5);entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);add(scale_down(signal_A_1), scale_down(signal_B_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
13.0,20065745.0,20000000.0,529.0,545.0,0.5676,0.1938,0.0796,0.000683,1.75,2.99,2012-01-22,MpVK5EM,"pro_A_2 = oth460_1l_ccns;stock_A_2 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_2 = group_zscore(ts_ir(returns, 252), industry);alpha_A_2 = vector_neut(stock_A_2, factor_A_2);signal_A_2 = trade_when(pro_A_2<=0.5, alpha_A_2, pro_A_2>0.5);entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);add(scale_down(signal_A_2), scale_down(signal_B_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
14.0,22540235.0,20000000.0,457.0,455.0,0.6206,0.2177,0.0681,0.000701,1.73,2.92,2012-01-22,170aMxQ,"pro_A_4 = oth460_1l_m3r_mtn_spb_se;stock_A_4 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_4 = group_zscore(ts_ir(returns, 252), industry);alpha_A_4 = regression_neut(stock_A_4, factor_A_4);signal_A_4 = trade_when(pro_A_4<=0.5, alpha_A_4, pro_A_4>0.5);entry_B_2 = ts_rank( ts_std_dev(oth460_1l_aiec, 21), 252 ); maintenance_B_2 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_2 = entry_B_2 < 0.5;signal_B_2 =  trade_when(entry_B_2>0.55, maintenance_B_2, quit_B_2);add(scale_down(signal_A_4), scale_down(signal_B_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
0.0,23135208.0,20000000.0,645.0,650.0,0.6122,0.2234,0.0683,0.00073,2.04,3.38,2012-01-22,Gw9oxQG,"pro_A_6 = oth460_1l_m3r_mtn_spb_se;stock_A_6 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_6 = group_zscore(ts_ir(returns, 252), industry);alpha_A_6 = vector_neut(stock_A_6, factor_A_6);signal_A_6 = trade_when(pro_A_6<=0.5, alpha_A_6, pro_A_6>0.5);entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);add(scale_down(signal_A_6), scale_down(signal_B_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
1.0,20911689.0,20000000.0,645.0,649.0,0.6207,0.2019,0.056,0.000651,1.93,3.39,2012-01-22,9wkRkRd,"pro_A_9 = oth460_1l_m3r_mtn_spb_se;stock_A_9 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_9 = group_zscore(ts_ir(returns, 252), industry);alpha_A_9 = regression_neut(stock_A_9, factor_A_9);signal_A_9 = trade_when(pro_A_9<=0.5, alpha_A_9, pro_A_9>0.5);entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);add(scale_down(signal_A_9), scale_down(signal_B_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
2.0,20564591.0,20000000.0,927.0,963.0,0.5562,0.1986,0.0802,0.000714,1.92,3.21,2012-01-22,bLA9ANZ,"pro_A_8 = oth460_es_ebit_fy1_d1m_l1;stock_A_8 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_8 = group_zscore(ts_ir(returns, 252), industry);alpha_A_8 = regression_neut(stock_A_8, factor_A_8);signal_A_8 = trade_when(pro_A_8<=0.5, alpha_A_8, pro_A_8>0.5);entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);add(scale_down(signal_A_8), scale_down(signal_B_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
3.0,20225787.0,20000000.0,626.0,634.0,0.56,0.1953,0.0429,0.000698,1.91,3.24,2012-01-22,qAVXQZZ,"pro_A_9 = oth460_1l_m3r_mtn_spb_se;stock_A_9 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_9 = group_zscore(ts_ir(returns, 252), industry);alpha_A_9 = regression_neut(stock_A_9, factor_A_9);signal_A_9 = trade_when(pro_A_9<=0.5, alpha_A_9, pro_A_9>0.5);entry_B_5 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_5 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_5 = entry_B_5 < 0.5;signal_B_5 =  trade_when(entry_B_5>0.55, maintenance_B_5, quit_B_5);add(scale_down(signal_A_9), scale_down(signal_B_5), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
4.0,19601057.0,20000000.0,870.0,905.0,0.4875,0.1893,0.0706,0.000777,1.88,3.02,2012-01-22,wRWeWL1,"pro_A_8 = oth460_es_ebit_fy1_d1m_l1;stock_A_8 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_8 = group_zscore(ts_ir(returns, 252), industry);alpha_A_8 = regression_neut(stock_A_8, factor_A_8);signal_A_8 = trade_when(pro_A_8<=0.5, alpha_A_8, pro_A_8>0.5);entry_B_5 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_5 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_5 = entry_B_5 < 0.5;signal_B_5 =  trade_when(entry_B_5>0.55, maintenance_B_5, quit_B_5);add(scale_down(signal_A_8), scale_down(signal_B_5), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
5.0,21051647.0,20000000.0,627.0,633.0,0.5518,0.2033,0.0692,0.000737,1.83,3.02,2012-01-22,6wNENm7,"pro_A_6 = oth460_1l_m3r_mtn_spb_se;stock_A_6 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_6 = group_zscore(ts_ir(returns, 252), industry);alpha_A_6 = vector_neut(stock_A_6, factor_A_6);signal_A_6 = trade_when(pro_A_6<=0.5, alpha_A_6, pro_A_6>0.5);entry_B_5 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_5 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_5 = entry_B_5 < 0.5;signal_B_5 =  trade_when(entry_B_5>0.55, maintenance_B_5, quit_B_5);add(scale_down(signal_A_6), scale_down(signal_B_5), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
6.0,20132275.0,20000000.0,748.0,747.0,0.5857,0.1944,0.0688,0.000664,1.77,3.08,2012-01-22,oKZYrol,"pro_A_5 = oth460_1l_fbds;stock_A_5 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_5 = group_zscore(ts_ir(returns, 252), industry);alpha_A_5 = regression_neut(stock_A_5, factor_A_5);signal_A_5 = trade_when(pro_A_5<=0.5, alpha_A_5, pro_A_5>0.5);entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);add(scale_down(signal_A_5), scale_down(signal_B_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
7.0,19874561.0,20000000.0,740.0,740.0,0.585,0.1919,0.0707,0.000656,1.74,3.04,2012-01-22,p6373mV,"pro_A_7 = oth460_1l_fbbs;stock_A_7 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_7 = group_zscore(ts_ir(returns, 252), industry);alpha_A_7 = regression_neut(stock_A_7, factor_A_7);signal_A_7 = trade_when(pro_A_7<=0.5, alpha_A_7, pro_A_7>0.5);entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);add(scale_down(signal_A_7), scale_down(signal_B_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
8.0,18923405.0,20000000.0,694.0,693.0,0.5198,0.1827,0.0623,0.000703,1.73,2.91,2012-01-22,KbZLQgj,"pro_A_5 = oth460_1l_fbds;stock_A_5 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_5 = group_zscore(ts_ir(returns, 252), industry);alpha_A_5 = regression_neut(stock_A_5, factor_A_5);signal_A_5 = trade_when(pro_A_5<=0.5, alpha_A_5, pro_A_5>0.5);entry_B_5 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_5 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_5 = entry_B_5 < 0.5;signal_B_5 =  trade_when(entry_B_5>0.55, maintenance_B_5, quit_B_5);add(scale_down(signal_A_5), scale_down(signal_B_5), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
9.0,18895274.0,20000000.0,686.0,686.0,0.5185,0.1825,0.0633,0.000704,1.73,2.91,2012-01-22,PpK1KWw,"pro_A_7 = oth460_1l_fbbs;stock_A_7 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_7 = group_zscore(ts_ir(returns, 252), industry);alpha_A_7 = regression_neut(stock_A_7, factor_A_7);signal_A_7 = trade_when(pro_A_7<=0.5, alpha_A_7, pro_A_7>0.5);entry_B_5 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_5 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_5 = entry_B_5 < 0.5;signal_B_5 =  trade_when(entry_B_5>0.55, maintenance_B_5, quit_B_5);add(scale_down(signal_A_7), scale_down(signal_B_5), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
0.0,19783728.0,20000000.0,843.0,854.0,0.4325,0.191,0.0615,0.000883,2.29,3.44,2012-01-22,lV13KYe,"pro_A_14 = oth460_1l_acda;stock_A_14 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_14 = group_zscore(ts_ir(returns, 252), industry);alpha_A_14 = regression_neut(stock_A_14, factor_A_14);signal_A_14 = trade_when(pro_A_14<=0.5, alpha_A_14, pro_A_14>0.5);entry_B_8 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_8 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_8 = entry_B_8 < 0.5;signal_B_8 =  trade_when(entry_B_8>0.55, maintenance_B_8, quit_B_8);add(scale_down(signal_A_14), scale_down(signal_B_8), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
1.0,23278614.0,20000000.0,640.0,651.0,0.5371,0.2248,0.0606,0.000837,2.28,3.52,2012-01-22,RpP1Zw0,"pro_A_12 = oth460_1l_m3r_mtn_spb_se;stock_A_12 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_12 = group_zscore(ts_ir(returns, 252), industry);alpha_A_12 = vector_neut(stock_A_12, factor_A_12);signal_A_12 = trade_when(pro_A_12<=0.5, alpha_A_12, pro_A_12>0.5);entry_B_8 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_8 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_8 = entry_B_8 < 0.5;signal_B_8 =  trade_when(entry_B_8>0.55, maintenance_B_8, quit_B_8);add(scale_down(signal_A_12), scale_down(signal_B_8), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
2.0,21479636.0,20000000.0,879.0,917.0,0.4938,0.2074,0.069,0.00084,2.12,3.27,2012-01-22,Opgx1lp,"pro_A_11 = oth460_es_roe_fy1_d1m_l1;stock_A_11 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_11 = group_zscore(ts_ir(returns, 252), industry);alpha_A_11 = regression_neut(stock_A_11, factor_A_11);signal_A_11 = trade_when(pro_A_11<=0.5, alpha_A_11, pro_A_11>0.5);entry_B_8 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_8 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_8 = entry_B_8 < 0.5;signal_B_8 =  trade_when(entry_B_8>0.55, maintenance_B_8, quit_B_8);add(scale_down(signal_A_11), scale_down(signal_B_8), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
3.0,18555671.0,20000000.0,804.0,810.0,0.4261,0.1792,0.0563,0.000841,2.08,3.2,2012-01-22,bLAdWXR,"pro_A_14 = oth460_1l_acda;stock_A_14 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_14 = group_zscore(ts_ir(returns, 252), industry);alpha_A_14 = regression_neut(stock_A_14, factor_A_14);signal_A_14 = trade_when(pro_A_14<=0.5, alpha_A_14, pro_A_14>0.5);entry_B_6 = ts_rank( ts_std_dev(oth460_1l_2dls, 21), 252 ); maintenance_B_6 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_6 = entry_B_6 < 0.5;signal_B_6 =  trade_when(entry_B_6>0.55, maintenance_B_6, quit_B_6);add(scale_down(signal_A_14), scale_down(signal_B_6), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
4.0,21450905.0,20000000.0,604.0,612.0,0.5386,0.2071,0.0453,0.000769,2.03,3.27,2012-01-22,eOEx7kd,"pro_A_12 = oth460_1l_m3r_mtn_spb_se;stock_A_12 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_12 = group_zscore(ts_ir(returns, 252), industry);alpha_A_12 = vector_neut(stock_A_12, factor_A_12);signal_A_12 = trade_when(pro_A_12<=0.5, alpha_A_12, pro_A_12>0.5);entry_B_6 = ts_rank( ts_std_dev(oth460_1l_2dls, 21), 252 ); maintenance_B_6 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_6 = entry_B_6 < 0.5;signal_B_6 =  trade_when(entry_B_6>0.55, maintenance_B_6, quit_B_6);add(scale_down(signal_A_12), scale_down(signal_B_6), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
5.0,20405557.0,20000000.0,836.0,867.0,0.4914,0.197,0.056,0.000802,1.97,3.11,2012-01-22,ngr81zq,"pro_A_11 = oth460_es_roe_fy1_d1m_l1;stock_A_11 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_11 = group_zscore(ts_ir(returns, 252), industry);alpha_A_11 = regression_neut(stock_A_11, factor_A_11);signal_A_11 = trade_when(pro_A_11<=0.5, alpha_A_11, pro_A_11>0.5);entry_B_6 = ts_rank( ts_std_dev(oth460_1l_2dls, 21), 252 ); maintenance_B_6 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_6 = entry_B_6 < 0.5;signal_B_6 =  trade_when(entry_B_6>0.55, maintenance_B_6, quit_B_6);add(scale_down(signal_A_11), scale_down(signal_B_6), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
6.0,20543287.0,20000000.0,674.0,672.0,0.4971,0.1984,0.0564,0.000798,1.93,3.06,2012-01-22,9wk7zNd,"pro_A_10 = oth460_1l_fbds;stock_A_10 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_10 = group_zscore(ts_ir(returns, 252), industry);alpha_A_10 = vector_neut(stock_A_10, factor_A_10);signal_A_10 = trade_when(pro_A_10<=0.5, alpha_A_10, pro_A_10>0.5);entry_B_6 = ts_rank( ts_std_dev(oth460_1l_2dls, 21), 252 ); maintenance_B_6 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_6 = entry_B_6 < 0.5;signal_B_6 =  trade_when(entry_B_6>0.55, maintenance_B_6, quit_B_6);add(scale_down(signal_A_10), scale_down(signal_B_6), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
