Unnamed: 0,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover
7.0,20227226.0,20000000.0,667.0,666.0,0.496,0.1953,0.0563,0.000788,1.92,3.06,2012-01-22,k39ZXjP,"pro_A_13 = oth460_1l_fbbs;stock_A_13 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_13 = group_zscore(ts_ir(returns, 252), industry);alpha_A_13 = vector_neut(stock_A_13, factor_A_13);signal_A_13 = trade_when(pro_A_13<=0.5, alpha_A_13, pro_A_13>0.5);entry_B_6 = ts_rank( ts_std_dev(oth460_1l_2dls, 21), 252 ); maintenance_B_6 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_6 = entry_B_6 < 0.5;signal_B_6 =  trade_when(entry_B_6>0.55, maintenance_B_6, quit_B_6);add(scale_down(signal_A_13), scale_down(signal_B_6), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
8.0,20054914.0,20000000.0,703.0,708.0,0.5015,0.1937,0.0668,0.000772,1.86,2.99,2012-01-22,RpP1Rjg,"pro_A_10 = oth460_1l_fbds;stock_A_10 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_10 = group_zscore(ts_ir(returns, 252), industry);alpha_A_10 = vector_neut(stock_A_10, factor_A_10);signal_A_10 = trade_when(pro_A_10<=0.5, alpha_A_10, pro_A_10>0.5);entry_B_8 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_8 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_8 = entry_B_8 < 0.5;signal_B_8 =  trade_when(entry_B_8>0.55, maintenance_B_8, quit_B_8);add(scale_down(signal_A_10), scale_down(signal_B_8), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
9.0,19347979.0,20000000.0,443.0,432.0,0.4223,0.1868,0.0912,0.000885,1.76,2.65,2012-01-22,g1L9ZNJ,"pro_A_14 = oth460_1l_acda;stock_A_14 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_14 = group_zscore(ts_ir(returns, 252), industry);alpha_A_14 = regression_neut(stock_A_14, factor_A_14);signal_A_14 = trade_when(pro_A_14<=0.5, alpha_A_14, pro_A_14>0.5);entry_B_9 = ts_rank( ts_std_dev(oth460_fprd_class, 21), 252 ); maintenance_B_9 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_9 = entry_B_9 < 0.5;signal_B_9 =  trade_when(entry_B_9>0.55, maintenance_B_9, quit_B_9);add(scale_down(signal_A_14), scale_down(signal_B_9), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
10.0,19262425.0,20000000.0,697.0,702.0,0.501,0.186,0.0652,0.000743,1.75,2.88,2012-01-22,k39ZXoO,"pro_A_13 = oth460_1l_fbbs;stock_A_13 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_13 = group_zscore(ts_ir(returns, 252), industry);alpha_A_13 = vector_neut(stock_A_13, factor_A_13);signal_A_13 = trade_when(pro_A_13<=0.5, alpha_A_13, pro_A_13>0.5);entry_B_8 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_8 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_8 = entry_B_8 < 0.5;signal_B_8 =  trade_when(entry_B_8>0.55, maintenance_B_8, quit_B_8);add(scale_down(signal_A_13), scale_down(signal_B_8), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
11.0,20144355.0,20000000.0,883.0,913.0,0.5763,0.1945,0.1034,0.000675,1.7,2.93,2012-01-22,9wk7zao,"pro_A_11 = oth460_es_roe_fy1_d1m_l1;stock_A_11 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_11 = group_zscore(ts_ir(returns, 252), industry);alpha_A_11 = regression_neut(stock_A_11, factor_A_11);signal_A_11 = trade_when(pro_A_11<=0.5, alpha_A_11, pro_A_11>0.5);entry_B_7 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_7 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_size, 1), 252); quit_B_7 = entry_B_7 < 0.5;signal_B_7 =  trade_when(entry_B_7>0.55, maintenance_B_7, quit_B_7);add(scale_down(signal_A_11), scale_down(signal_B_7), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
12.0,20129449.0,20000000.0,612.0,615.0,0.6134,0.1944,0.0702,0.000634,1.69,3.0,2012-01-22,Gw9e07O,"pro_A_12 = oth460_1l_m3r_mtn_spb_se;stock_A_12 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_12 = group_zscore(ts_ir(returns, 252), industry);alpha_A_12 = vector_neut(stock_A_12, factor_A_12);signal_A_12 = trade_when(pro_A_12<=0.5, alpha_A_12, pro_A_12>0.5);entry_B_7 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_7 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_size, 1), 252); quit_B_7 = entry_B_7 < 0.5;signal_B_7 =  trade_when(entry_B_7>0.55, maintenance_B_7, quit_B_7);add(scale_down(signal_A_12), scale_down(signal_B_7), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
13.0,20960623.0,20000000.0,455.0,462.0,0.4937,0.2024,0.0858,0.00082,1.66,2.59,2012-01-22,ZpNKYR1,"pro_A_11 = oth460_es_roe_fy1_d1m_l1;stock_A_11 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_11 = group_zscore(ts_ir(returns, 252), industry);alpha_A_11 = regression_neut(stock_A_11, factor_A_11);signal_A_11 = trade_when(pro_A_11<=0.5, alpha_A_11, pro_A_11>0.5);entry_B_9 = ts_rank( ts_std_dev(oth460_fprd_class, 21), 252 ); maintenance_B_9 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_9 = entry_B_9 < 0.5;signal_B_9 =  trade_when(entry_B_9>0.55, maintenance_B_9, quit_B_9);add(scale_down(signal_A_11), scale_down(signal_B_9), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
14.0,20375674.0,20000000.0,717.0,715.0,0.578,0.1968,0.0907,0.000681,1.65,2.82,2012-01-22,7wln881,"pro_A_10 = oth460_1l_fbds;stock_A_10 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_10 = group_zscore(ts_ir(returns, 252), industry);alpha_A_10 = vector_neut(stock_A_10, factor_A_10);signal_A_10 = trade_when(pro_A_10<=0.5, alpha_A_10, pro_A_10>0.5);entry_B_7 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_7 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_size, 1), 252); quit_B_7 = entry_B_7 < 0.5;signal_B_7 =  trade_when(entry_B_7>0.55, maintenance_B_7, quit_B_7);add(scale_down(signal_A_10), scale_down(signal_B_7), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
15.0,17412128.0,20000000.0,847.0,848.0,0.5125,0.1681,0.0787,0.000656,1.65,2.88,2012-01-22,27eNn0x,"pro_A_14 = oth460_1l_acda;stock_A_14 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_14 = group_zscore(ts_ir(returns, 252), industry);alpha_A_14 = regression_neut(stock_A_14, factor_A_14);signal_A_14 = trade_when(pro_A_14<=0.5, alpha_A_14, pro_A_14>0.5);entry_B_7 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_7 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_size, 1), 252); quit_B_7 = entry_B_7 < 0.5;signal_B_7 =  trade_when(entry_B_7>0.55, maintenance_B_7, quit_B_7);add(scale_down(signal_A_14), scale_down(signal_B_7), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
16.0,21399714.0,20000000.0,384.0,374.0,0.4972,0.2066,0.092,0.000831,1.62,2.51,2012-01-22,6wNen1O,"pro_A_10 = oth460_1l_fbds;stock_A_10 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_10 = group_zscore(ts_ir(returns, 252), industry);alpha_A_10 = vector_neut(stock_A_10, factor_A_10);signal_A_10 = trade_when(pro_A_10<=0.5, alpha_A_10, pro_A_10>0.5);entry_B_9 = ts_rank( ts_std_dev(oth460_fprd_class, 21), 252 ); maintenance_B_9 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_9 = entry_B_9 < 0.5;signal_B_9 =  trade_when(entry_B_9>0.55, maintenance_B_9, quit_B_9);add(scale_down(signal_A_10), scale_down(signal_B_9), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
17.0,20157521.0,20000000.0,709.0,709.0,0.5775,0.1946,0.0957,0.000674,1.62,2.79,2012-01-22,k39ZXVP,"pro_A_13 = oth460_1l_fbbs;stock_A_13 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_13 = group_zscore(ts_ir(returns, 252), industry);alpha_A_13 = vector_neut(stock_A_13, factor_A_13);signal_A_13 = trade_when(pro_A_13<=0.5, alpha_A_13, pro_A_13>0.5);entry_B_7 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_7 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_size, 1), 252); quit_B_7 = entry_B_7 < 0.5;signal_B_7 =  trade_when(entry_B_7>0.55, maintenance_B_7, quit_B_7);add(scale_down(signal_A_13), scale_down(signal_B_7), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
18.0,20826559.0,20000000.0,331.0,325.0,0.5239,0.2011,0.1024,0.000768,1.6,2.58,2012-01-22,6wNeP6p,"pro_A_12 = oth460_1l_m3r_mtn_spb_se;stock_A_12 = ts_zscore(ts_backfill(anl69_cps_best_eeps_cur_yr, 21),21);factor_A_12 = group_zscore(ts_ir(returns, 252), industry);alpha_A_12 = vector_neut(stock_A_12, factor_A_12);signal_A_12 = trade_when(pro_A_12<=0.5, alpha_A_12, pro_A_12>0.5);entry_B_9 = ts_rank( ts_std_dev(oth460_fprd_class, 21), 252 ); maintenance_B_9 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_9 = entry_B_9 < 0.5;signal_B_9 =  trade_when(entry_B_9>0.55, maintenance_B_9, quit_B_9);add(scale_down(signal_A_12), scale_down(signal_B_9), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
19.0,20804828.0,20000000.0,381.0,371.0,0.4965,0.2009,0.0884,0.000809,1.56,2.46,2012-01-22,075MKOk,"pro_A_13 = oth460_1l_fbbs;stock_A_13 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_13 = group_zscore(ts_ir(returns, 252), industry);alpha_A_13 = vector_neut(stock_A_13, factor_A_13);signal_A_13 = trade_when(pro_A_13<=0.5, alpha_A_13, pro_A_13>0.5);entry_B_9 = ts_rank( ts_std_dev(oth460_fprd_class, 21), 252 ); maintenance_B_9 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_9 = entry_B_9 < 0.5;signal_B_9 =  trade_when(entry_B_9>0.55, maintenance_B_9, quit_B_9);add(scale_down(signal_A_13), scale_down(signal_B_9), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS
0.0,12619416.0,20000000.0,877.0,940.0,0.6402,0.1219,0.0812,0.000381,0.92,2.11,2012-01-22,eOEO72l,"pro_A_0 = oth460_1l_acda;stock_A_0 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_0 = group_zscore(ts_ir(returns, 252), industry);alpha_A_0 = regression_neut(stock_A_0, factor_A_0);signal_A_0 = trade_when(pro_A_0<=0.5, alpha_A_0, pro_A_0>0.5);WR_D_1 = (high-close)/(high-low) * -100;cond_D_1 = volume > adv20;gr_D_1 = group_rank(cond_D_1, sector);signal_D_1 = trade_when(WR_D_1<-80, gr_D_1, WR_D_1 >-20 );add(scale_down(signal_A_0), 0.2*scale_down(signal_D_1), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
1.0,12332406.0,20000000.0,882.0,935.0,0.6324,0.1191,0.0808,0.000377,0.91,2.09,2012-01-22,WpJpjnZ,"pro_A_0 = oth460_1l_acda;stock_A_0 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_0 = group_zscore(ts_ir(returns, 252), industry);alpha_A_0 = regression_neut(stock_A_0, factor_A_0);signal_A_0 = trade_when(pro_A_0<=0.5, alpha_A_0, pro_A_0>0.5);WR_D_0 = (high-close)/(high-low) * -100;cond_D_0 = volume > adv20;gr_D_0 = group_rank(cond_D_0, subindustry);signal_D_0 = trade_when(WR_D_0<-80, gr_D_0, WR_D_0 >-20 );add(scale_down(signal_A_0), 0.2*scale_down(signal_D_0), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
2.0,12152685.0,20000000.0,886.0,931.0,0.6293,0.1173,0.0746,0.000373,0.89,2.05,2012-01-22,6wNwXYO,"pro_A_0 = oth460_1l_acda;stock_A_0 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_0 = group_zscore(ts_ir(returns, 252), industry);alpha_A_0 = regression_neut(stock_A_0, factor_A_0);signal_A_0 = trade_when(pro_A_0<=0.5, alpha_A_0, pro_A_0>0.5);WR_D_2 = (high-close)/(high-low) * -100;cond_D_2 = volume > 1.2*adv20;gr_D_2 = group_rank(cond_D_2, subindustry);signal_D_2 = trade_when(WR_D_2<-80, gr_D_2, WR_D_2 >-20 );add(scale_down(signal_A_0), 0.2*scale_down(signal_D_2), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
3.0,13292583.0,20000000.0,648.0,683.0,0.7166,0.1284,0.0752,0.000358,0.89,2.1,2012-01-22,dxvxgPE,"pro_A_4 = oth460_1l_m3r_mtn_spb_se;stock_A_4 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_4 = group_zscore(ts_ir(returns, 252), industry);alpha_A_4 = regression_neut(stock_A_4, factor_A_4);signal_A_4 = trade_when(pro_A_4<=0.5, alpha_A_4, pro_A_4>0.5);WR_D_0 = (high-close)/(high-low) * -100;cond_D_0 = volume > adv20;gr_D_0 = group_rank(cond_D_0, subindustry);signal_D_0 = trade_when(WR_D_0<-80, gr_D_0, WR_D_0 >-20 );add(scale_down(signal_A_4), 0.2*scale_down(signal_D_0), filter = false)",PASS,FAIL,FAIL,PASS,PASS,PASS
4.0,13483560.0,20000000.0,645.0,686.0,0.7244,0.1302,0.0737,0.000359,0.89,2.1,2012-01-22,17071RK,"pro_A_4 = oth460_1l_m3r_mtn_spb_se;stock_A_4 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_4 = group_zscore(ts_ir(returns, 252), industry);alpha_A_4 = regression_neut(stock_A_4, factor_A_4);signal_A_4 = trade_when(pro_A_4<=0.5, alpha_A_4, pro_A_4>0.5);WR_D_1 = (high-close)/(high-low) * -100;cond_D_1 = volume > adv20;gr_D_1 = group_rank(cond_D_1, sector);signal_D_1 = trade_when(WR_D_1<-80, gr_D_1, WR_D_1 >-20 );add(scale_down(signal_A_4), 0.2*scale_down(signal_D_1), filter = false)",PASS,FAIL,FAIL,PASS,PASS,PASS
5.0,12665453.0,20000000.0,880.0,937.0,0.6345,0.1223,0.0952,0.000385,0.89,2.02,2012-01-22,RpPpYAz,"pro_A_3 = oth460_1l_acda;stock_A_3 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_3 = group_zscore(ts_ir(returns, 252), industry);alpha_A_3 = vector_neut(stock_A_3, factor_A_3);signal_A_3 = trade_when(pro_A_3<=0.5, alpha_A_3, pro_A_3>0.5);WR_D_1 = (high-close)/(high-low) * -100;cond_D_1 = volume > adv20;gr_D_1 = group_rank(cond_D_1, sector);signal_D_1 = trade_when(WR_D_1<-80, gr_D_1, WR_D_1 >-20 );add(scale_down(signal_A_3), 0.2*scale_down(signal_D_1), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
6.0,13170863.0,20000000.0,652.0,679.0,0.7138,0.1272,0.0768,0.000356,0.88,2.08,2012-01-22,MpVpqvk,"pro_A_4 = oth460_1l_m3r_mtn_spb_se;stock_A_4 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_4 = group_zscore(ts_ir(returns, 252), industry);alpha_A_4 = regression_neut(stock_A_4, factor_A_4);signal_A_4 = trade_when(pro_A_4<=0.5, alpha_A_4, pro_A_4>0.5);WR_D_2 = (high-close)/(high-low) * -100;cond_D_2 = volume > 1.2*adv20;gr_D_2 = group_rank(cond_D_2, subindustry);signal_D_2 = trade_when(WR_D_2<-80, gr_D_2, WR_D_2 >-20 );add(scale_down(signal_A_4), 0.2*scale_down(signal_D_2), filter = false)",PASS,FAIL,FAIL,PASS,PASS,PASS
7.0,12359834.0,20000000.0,882.0,935.0,0.6269,0.1193,0.0948,0.000381,0.87,1.99,2012-01-22,AwEwbvQ,"pro_A_3 = oth460_1l_acda;stock_A_3 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_3 = group_zscore(ts_ir(returns, 252), industry);alpha_A_3 = vector_neut(stock_A_3, factor_A_3);signal_A_3 = trade_when(pro_A_3<=0.5, alpha_A_3, pro_A_3>0.5);WR_D_0 = (high-close)/(high-low) * -100;cond_D_0 = volume > adv20;gr_D_0 = group_rank(cond_D_0, subindustry);signal_D_0 = trade_when(WR_D_0<-80, gr_D_0, WR_D_0 >-20 );add(scale_down(signal_A_3), 0.2*scale_down(signal_D_0), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
8.0,12166882.0,20000000.0,886.0,931.0,0.6239,0.1175,0.089,0.000377,0.85,1.96,2012-01-22,RpPpYEz,"pro_A_3 = oth460_1l_acda;stock_A_3 = ts_zscore(ts_backfill(anl69_cps_best_eeps_nxt_yr, 21),21);factor_A_3 = group_zscore(ts_ir(returns, 252), industry);alpha_A_3 = vector_neut(stock_A_3, factor_A_3);signal_A_3 = trade_when(pro_A_3<=0.5, alpha_A_3, pro_A_3>0.5);WR_D_2 = (high-close)/(high-low) * -100;cond_D_2 = volume > 1.2*adv20;gr_D_2 = group_rank(cond_D_2, subindustry);signal_D_2 = trade_when(WR_D_2<-80, gr_D_2, WR_D_2 >-20 );add(scale_down(signal_A_3), 0.2*scale_down(signal_D_2), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
9.0,11887221.0,20000000.0,550.0,594.0,0.6385,0.1148,0.0745,0.00036,0.81,1.92,2012-01-22,jZOZ2W5,"pro_A_1 = oth460_1l_ccns;stock_A_1 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_1 = group_zscore(ts_ir(returns, 252), industry);alpha_A_1 = regression_neut(stock_A_1, factor_A_1);signal_A_1 = trade_when(pro_A_1<=0.5, alpha_A_1, pro_A_1>0.5);WR_D_0 = (high-close)/(high-low) * -100;cond_D_0 = volume > adv20;gr_D_0 = group_rank(cond_D_0, subindustry);signal_D_0 = trade_when(WR_D_0<-80, gr_D_0, WR_D_0 >-20 );add(scale_down(signal_A_1), 0.2*scale_down(signal_D_0), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
10.0,11935872.0,20000000.0,548.0,596.0,0.6461,0.1153,0.072,0.000357,0.81,1.91,2012-01-22,g1L1Jw0,"pro_A_1 = oth460_1l_ccns;stock_A_1 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_1 = group_zscore(ts_ir(returns, 252), industry);alpha_A_1 = regression_neut(stock_A_1, factor_A_1);signal_A_1 = trade_when(pro_A_1<=0.5, alpha_A_1, pro_A_1>0.5);WR_D_1 = (high-close)/(high-low) * -100;cond_D_1 = volume > adv20;gr_D_1 = group_rank(cond_D_1, sector);signal_D_1 = trade_when(WR_D_1<-80, gr_D_1, WR_D_1 >-20 );add(scale_down(signal_A_1), 0.2*scale_down(signal_D_1), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
11.0,11987732.0,20000000.0,549.0,596.0,0.6331,0.1158,0.087,0.000366,0.8,1.86,2012-01-22,1707Y6Q,"pro_A_2 = oth460_1l_ccns;stock_A_2 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_2 = group_zscore(ts_ir(returns, 252), industry);alpha_A_2 = vector_neut(stock_A_2, factor_A_2);signal_A_2 = trade_when(pro_A_2<=0.5, alpha_A_2, pro_A_2>0.5);WR_D_0 = (high-close)/(high-low) * -100;cond_D_0 = volume > adv20;gr_D_0 = group_rank(cond_D_0, subindustry);signal_D_0 = trade_when(WR_D_0<-80, gr_D_0, WR_D_0 >-20 );add(scale_down(signal_A_2), 0.2*scale_down(signal_D_0), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
12.0,12077268.0,20000000.0,549.0,595.0,0.6407,0.1166,0.0844,0.000364,0.79,1.86,2012-01-22,ZpNpYwn,"pro_A_2 = oth460_1l_ccns;stock_A_2 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_2 = group_zscore(ts_ir(returns, 252), industry);alpha_A_2 = vector_neut(stock_A_2, factor_A_2);signal_A_2 = trade_when(pro_A_2<=0.5, alpha_A_2, pro_A_2>0.5);WR_D_1 = (high-close)/(high-low) * -100;cond_D_1 = volume > adv20;gr_D_1 = group_rank(cond_D_1, sector);signal_D_1 = trade_when(WR_D_1<-80, gr_D_1, WR_D_1 >-20 );add(scale_down(signal_A_2), 0.2*scale_down(signal_D_1), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
13.0,11684459.0,20000000.0,552.0,593.0,0.6354,0.1128,0.0733,0.000355,0.79,1.87,2012-01-22,MpVpP8M,"pro_A_1 = oth460_1l_ccns;stock_A_1 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_1 = group_zscore(ts_ir(returns, 252), industry);alpha_A_1 = regression_neut(stock_A_1, factor_A_1);signal_A_1 = trade_when(pro_A_1<=0.5, alpha_A_1, pro_A_1>0.5);WR_D_2 = (high-close)/(high-low) * -100;cond_D_2 = volume > 1.2*adv20;gr_D_2 = group_rank(cond_D_2, subindustry);signal_D_2 = trade_when(WR_D_2<-80, gr_D_2, WR_D_2 >-20 );add(scale_down(signal_A_1), 0.2*scale_down(signal_D_2), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
14.0,11773413.0,20000000.0,550.0,594.0,0.6301,0.1137,0.0861,0.000361,0.77,1.81,2012-01-22,oKZKmAl,"pro_A_2 = oth460_1l_ccns;stock_A_2 = ts_zscore(ts_backfill(anl69_cpss_best_eeps_nxt_yr, 21),21);factor_A_2 = group_zscore(ts_ir(returns, 252), industry);alpha_A_2 = vector_neut(stock_A_2, factor_A_2);signal_A_2 = trade_when(pro_A_2<=0.5, alpha_A_2, pro_A_2>0.5);WR_D_2 = (high-close)/(high-low) * -100;cond_D_2 = volume > 1.2*adv20;gr_D_2 = group_rank(cond_D_2, subindustry);signal_D_2 = trade_when(WR_D_2<-80, gr_D_2, WR_D_2 >-20 );add(scale_down(signal_A_2), 0.2*scale_down(signal_D_2), filter = false)",PASS,PASS,FAIL,PASS,PASS,PASS
0.0,9569700.0,20000000.0,826.0,1863.0,0.0472,0.0958,0.6249,0.004062,0.32,0.37,2012-01-22,p636dXb,"x_C_1 = regression_neut(implied_volatility_call_10, implied_volatility_mean_10);g_C_1 = bucket(rank(implied_volatility_call_10), range = ""0, 1, 0.1"") ;s_C_1 = group_neutralize(x_C_1,g_C_1);signal_C_1 = ts_backfill(ts_decay_linear(s_C_1, 15), 63);zscore(add(signal_C_1,ts_theilsen(vec_avg(nws12_afterhsz_spyclose), cap, 250), filter = false))",FAIL,PASS,FAIL,FAIL,FAIL,PASS
1.0,9569922.0,20000000.0,826.0,1863.0,0.0472,0.0958,0.6249,0.004062,0.32,0.37,2012-01-22,PpKpxzJ,"x_C_0 = regression_neut(implied_volatility_mean_10, implied_volatility_put_10);g_C_0 = bucket(rank(implied_volatility_mean_10), range = ""0, 1, 0.1"") ;s_C_0 = group_neutralize(x_C_0,g_C_0);signal_C_0 = ts_backfill(ts_decay_linear(s_C_0, 15), 63);zscore(add(signal_C_0,ts_theilsen(vec_avg(nws12_afterhsz_spyclose), cap, 250), filter = false))",FAIL,PASS,FAIL,FAIL,FAIL,PASS
2.0,9570544.0,20000000.0,826.0,1863.0,0.0472,0.0958,0.6249,0.004061,0.32,0.37,2012-01-22,WpJGMZk,"x_C_2 = regression_neut(implied_volatility_call_10, implied_volatility_put_10);g_C_2 = bucket(rank(implied_volatility_call_10), range = ""0, 1, 0.1"") ;s_C_2 = group_neutralize(x_C_2,g_C_2);signal_C_2 = ts_backfill(ts_decay_linear(s_C_2, 15), 63);zscore(add(signal_C_2,ts_theilsen(vec_avg(nws12_afterhsz_spyclose), cap, 250), filter = false))",FAIL,PASS,FAIL,FAIL,FAIL,PASS
3.0,23349394.0,20000000.0,21.0,9.0,0.6206,0.2339,1.5727,0.000754,0.23,0.37,2012-01-22,EwxwGv1,"x_C_0 = regression_neut(implied_volatility_mean_10, implied_volatility_put_10);g_C_0 = bucket(rank(implied_volatility_mean_10), range = ""0, 1, 0.1"") ;s_C_0 = group_neutralize(x_C_0,g_C_0);signal_C_0 = ts_backfill(ts_decay_linear(s_C_0, 15), 63);zscore(add(signal_C_0,-ts_vector_proj(vec_avg(nws12_afterhsz_1p), vec_avg(nws12_prez_02p), 250), filter = false))",FAIL,PASS,FAIL,FAIL,FAIL,PASS
4.0,22443250.0,20000000.0,21.0,9.0,0.6025,0.2248,1.4883,0.000746,0.22,0.36,2012-01-22,WpJpOaj,"x_C_1 = regression_neut(implied_volatility_call_10, implied_volatility_mean_10);g_C_1 = bucket(rank(implied_volatility_call_10), range = ""0, 1, 0.1"") ;s_C_1 = group_neutralize(x_C_1,g_C_1);signal_C_1 = ts_backfill(ts_decay_linear(s_C_1, 15), 63);zscore(add(signal_C_1,-ts_vector_proj(vec_avg(nws12_afterhsz_1p), vec_avg(nws12_prez_02p), 250), filter = false))",FAIL,PASS,FAIL,FAIL,PASS,PASS
