,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover
0,6993493,20000000,1778,1718,0.2925,0.0675,0.0171,0.000462,1.68,3.5,2012-01-22,dxGpLJE,"entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);group_Sep03GLB_1 = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;signal_Sep03GLB_1 = group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_ecns, industry, 252, std=1), 252), densify(group_Sep03GLB_1));add(scale_down(signal_B_0), scale_down(signal_Sep03GLB_1), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
1,5791844,20000000,1689,1617,0.2378,0.0559,0.027,0.00047,1.29,2.66,2012-01-22,dxGpwPg,"entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);group_Sep03GLB_0 = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;signal_Sep03GLB_0 = group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_ecns, industry, 252, std=1), 252), densify(group_Sep03GLB_0));add(scale_down(signal_B_1), scale_down(signal_Sep03GLB_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
2,7867241,20000000,1773,1722,0.2925,0.076,0.0305,0.000519,1.21,2.37,2012-01-22,27YMdgJ,"entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);group_Sep03GLB_0 = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;signal_Sep03GLB_0 = group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_ecns, industry, 252, std=1), 252), densify(group_Sep03GLB_0));add(scale_down(signal_B_0), scale_down(signal_Sep03GLB_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
3,7586483,20000000,1683,1623,0.2397,0.0733,0.0347,0.000611,1.18,2.14,2012-01-22,Wp5MmxZ,"entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);group_Sep03GLB_0 = (country+1)*group_max(pv13_52_minvol_1m_all_delay_1_sector, market) + pv13_52_minvol_1m_all_delay_1_sector;signal_Sep03GLB_0 = group_neutralize(ts_scale(group_backfill(fnd23_intfvalld1_ecns, industry, 252, std=1), 252), densify(group_Sep03GLB_0));add(scale_down(signal_B_1), scale_down(signal_Sep03GLB_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
