,pnl,book_size,long_count,short_count,turnover,returns,drawdown,margin,fitness,sharpe,start_date,alpha_id,expression,concentrated_weight,high_turnover,is_ladder_sharpe,low_fitness,low_sharpe,low_sub_universe_sharpe,low_turnover
10,16957732,20000000,1719,1703,0.6397,0.1637,0.0185,0.000512,2.74,5.41,2012-01-22,gMEJg50,"entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);s1_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(oth193_shield), 252), 252);group_Sep13GLB_3 = pv13_20_minvol_1m_sector;signal_Sep13GLB_3 = group_zscore(s1_Sep13GLB_3+s2_Sep13GLB_3, group_Sep13GLB_3);add(scale_down(signal_B_4), scale_down(signal_Sep13GLB_3), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
11,16470716,20000000,1717,1704,0.622,0.159,0.0196,0.000511,2.74,5.41,2012-01-22,EEX5z0m,"entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);s1_Sep13GLB_4 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_4 = ts_zscore (ts_backfill (vec_avg(oth193_shield), 252), 252);group_Sep13GLB_4 = pv13_10_minvol_1m_sector;signal_Sep13GLB_4 = group_zscore(s1_Sep13GLB_4+s2_Sep13GLB_4, group_Sep13GLB_4);add(scale_down(signal_B_4), scale_down(signal_Sep13GLB_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
12,18212236,20000000,1580,1562,0.6965,0.1759,0.0217,0.000505,2.74,5.45,2012-01-22,ZneYYon,"entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);s1_Sep13GLB_1 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_1 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_1 = pv13_1l_scibr;signal_Sep13GLB_1 = group_zscore(s1_Sep13GLB_1+s2_Sep13GLB_1, group_Sep13GLB_1);add(scale_down(signal_B_0), scale_down(signal_Sep13GLB_1), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
13,19437710,20000000,1646,1637,0.6358,0.1877,0.0262,0.00059,2.69,4.96,2012-01-22,APM11wd,"entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);s1_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_2 = pv13_10_minvol_1m_sector;signal_Sep13GLB_2 = group_zscore(s1_Sep13GLB_2+s2_Sep13GLB_2, group_Sep13GLB_2);add(scale_down(signal_B_0), scale_down(signal_Sep13GLB_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
14,19950855,20000000,1648,1636,0.6534,0.1927,0.027,0.00059,2.67,4.92,2012-01-22,QVLPPEQ,"entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);s1_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_0 = pv13_20_minvol_1m_sector;signal_Sep13GLB_0 = group_zscore(s1_Sep13GLB_0+s2_Sep13GLB_0, group_Sep13GLB_0);add(scale_down(signal_B_0), scale_down(signal_Sep13GLB_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
15,19505286,20000000,1646,1637,0.6408,0.1883,0.0276,0.000588,2.67,4.93,2012-01-22,GLprrz5,"entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);s1_Sep13GLB_4 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_4 = ts_zscore (ts_backfill (vec_avg(oth193_shield), 252), 252);group_Sep13GLB_4 = pv13_10_minvol_1m_sector;signal_Sep13GLB_4 = group_zscore(s1_Sep13GLB_4+s2_Sep13GLB_4, group_Sep13GLB_4);add(scale_down(signal_B_0), scale_down(signal_Sep13GLB_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
16,20037303,20000000,1649,1635,0.659,0.1935,0.0271,0.000587,2.66,4.9,2012-01-22,0E0mmNK,"entry_B_0 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_0 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_0 = entry_B_0 < 0.5;signal_B_0 =  trade_when(entry_B_0>0.55, maintenance_B_0, quit_B_0);s1_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(oth193_shield), 252), 252);group_Sep13GLB_3 = pv13_20_minvol_1m_sector;signal_Sep13GLB_3 = group_zscore(s1_Sep13GLB_3+s2_Sep13GLB_3, group_Sep13GLB_3);add(scale_down(signal_B_0), scale_down(signal_Sep13GLB_3), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
17,16263766,20000000,1557,1542,0.5663,0.157,0.0254,0.000555,2.64,5.02,2012-01-22,0E0mk31,"entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);s1_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_0 = pv13_20_minvol_1m_sector;signal_Sep13GLB_0 = group_zscore(s1_Sep13GLB_0+s2_Sep13GLB_0, group_Sep13GLB_0);add(scale_down(signal_B_1), scale_down(signal_Sep13GLB_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
18,21493486,20000000,1496,1480,0.6356,0.2075,0.0378,0.000653,2.63,4.6,2012-01-22,5Oo8or5,"entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);s1_Sep13GLB_1 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_1 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_1 = pv13_1l_scibr;signal_Sep13GLB_1 = group_zscore(s1_Sep13GLB_1+s2_Sep13GLB_1, group_Sep13GLB_1);add(scale_down(signal_B_1), scale_down(signal_Sep13GLB_1), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
19,16541619,20000000,1566,1555,0.5683,0.1597,0.0194,0.000562,2.63,4.97,2012-01-22,qloMAKK,"entry_B_3 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_3 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_3 = entry_B_3 < 0.5;signal_B_3 =  trade_when(entry_B_3>0.55, maintenance_B_3, quit_B_3);s1_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_0 = pv13_20_minvol_1m_sector;signal_Sep13GLB_0 = group_zscore(s1_Sep13GLB_0+s2_Sep13GLB_0, group_Sep13GLB_0);add(scale_down(signal_B_3), scale_down(signal_Sep13GLB_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
20,15995710,20000000,1565,1556,0.5512,0.1545,0.0186,0.00056,2.62,4.94,2012-01-22,3RZqebX,"entry_B_3 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_3 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_3 = entry_B_3 < 0.5;signal_B_3 =  trade_when(entry_B_3>0.55, maintenance_B_3, quit_B_3);s1_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_2 = pv13_10_minvol_1m_sector;signal_Sep13GLB_2 = group_zscore(s1_Sep13GLB_2+s2_Sep13GLB_2, group_Sep13GLB_2);add(scale_down(signal_B_3), scale_down(signal_Sep13GLB_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
21,16285774,20000000,1557,1541,0.5718,0.1573,0.0223,0.00055,2.62,5.0,2012-01-22,vl3Rg6G,"entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);s1_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(oth193_shield), 252), 252);group_Sep13GLB_3 = pv13_20_minvol_1m_sector;signal_Sep13GLB_3 = group_zscore(s1_Sep13GLB_3+s2_Sep13GLB_3, group_Sep13GLB_3);add(scale_down(signal_B_1), scale_down(signal_Sep13GLB_3), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
22,15734182,20000000,1555,1542,0.5495,0.1519,0.0233,0.000553,2.62,4.99,2012-01-22,plAwOxg,"entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);s1_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_2 = pv13_10_minvol_1m_sector;signal_Sep13GLB_2 = group_zscore(s1_Sep13GLB_2+s2_Sep13GLB_2, group_Sep13GLB_2);add(scale_down(signal_B_1), scale_down(signal_Sep13GLB_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
23,15915879,20000000,1557,1544,0.5552,0.1537,0.0197,0.000554,2.6,4.94,2012-01-22,GLpr2OJ,"entry_B_6 = ts_rank( ts_std_dev(oth460_1l_2dls, 21), 252 ); maintenance_B_6 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_6 = entry_B_6 < 0.5;signal_B_6 =  trade_when(entry_B_6>0.55, maintenance_B_6, quit_B_6);s1_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_0 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_0 = pv13_20_minvol_1m_sector;signal_Sep13GLB_0 = group_zscore(s1_Sep13GLB_0+s2_Sep13GLB_0, group_Sep13GLB_0);add(scale_down(signal_B_6), scale_down(signal_Sep13GLB_0), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
24,15729827,20000000,1557,1542,0.5544,0.1519,0.0208,0.000548,2.6,4.97,2012-01-22,Xn5gLK5,"entry_B_1 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_1 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_1 = entry_B_1 < 0.5;signal_B_1 =  trade_when(entry_B_1>0.55, maintenance_B_1, quit_B_1);s1_Sep13GLB_4 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_4 = ts_zscore (ts_backfill (vec_avg(oth193_shield), 252), 252);group_Sep13GLB_4 = pv13_10_minvol_1m_sector;signal_Sep13GLB_4 = group_zscore(s1_Sep13GLB_4+s2_Sep13GLB_4, group_Sep13GLB_4);add(scale_down(signal_B_1), scale_down(signal_Sep13GLB_4), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
25,16568277,20000000,1567,1554,0.5736,0.16,0.0203,0.000558,2.59,4.91,2012-01-22,bq5lObl,"entry_B_3 = ts_rank( ts_std_dev(oth460_veia_l2, 21), 252 ); maintenance_B_3 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_anlystsn, 1), 252); quit_B_3 = entry_B_3 < 0.5;signal_B_3 =  trade_when(entry_B_3>0.55, maintenance_B_3, quit_B_3);s1_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_3 = ts_zscore (ts_backfill (vec_avg(oth193_shield), 252), 252);group_Sep13GLB_3 = pv13_20_minvol_1m_sector;signal_Sep13GLB_3 = group_zscore(s1_Sep13GLB_3+s2_Sep13GLB_3, group_Sep13GLB_3);add(scale_down(signal_B_3), scale_down(signal_Sep13GLB_3), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
26,19160440,20000000,1612,1600,0.559,0.185,0.0327,0.000662,2.58,4.48,2012-01-22,MQoPEn8,"entry_B_5 = ts_rank( ts_std_dev(oth460_1l_1dls, 21), 252 ); maintenance_B_5 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_5 = entry_B_5 < 0.5;signal_B_5 =  trade_when(entry_B_5>0.55, maintenance_B_5, quit_B_5);s1_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_2 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_2 = pv13_10_minvol_1m_sector;signal_Sep13GLB_2 = group_zscore(s1_Sep13GLB_2+s2_Sep13GLB_2, group_Sep13GLB_2);add(scale_down(signal_B_5), scale_down(signal_Sep13GLB_2), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
27,17544766,20000000,1641,1622,0.6881,0.1694,0.0221,0.000492,2.58,5.19,2012-01-22,0E0mr0p,"entry_B_4 = ts_rank( ts_std_dev(oth460_3l_vlc, 21), 252 ); maintenance_B_4 = -ts_regression(rsk70_mfm2_gemtrd_srtindcnt, ts_delay(rsk70_mfm2_gemtrd_srtindcnt, 1), 252); quit_B_4 = entry_B_4 < 0.5;signal_B_4 =  trade_when(entry_B_4>0.55, maintenance_B_4, quit_B_4);s1_Sep13GLB_1 = ts_zscore (ts_backfill (vec_avg(mdl139_score), 252), 252);s2_Sep13GLB_1 = ts_zscore (ts_backfill (vec_avg(oth193_shield2), 252), 252);group_Sep13GLB_1 = pv13_1l_scibr;signal_Sep13GLB_1 = group_zscore(s1_Sep13GLB_1+s2_Sep13GLB_1, group_Sep13GLB_1);add(scale_down(signal_B_4), scale_down(signal_Sep13GLB_1), filter = false)",PASS,PASS,PASS,PASS,PASS,PASS,PASS
