,id,regular.code,is.pnl,is.margin,is.fitness,is.sharpe,train.pnl,train.margin,train.fitness,train.sharpe
222,Pp2VlQ7,"add(0.2536*-ts_vector_proj(news_prev_day_ret, vec_avg(nws12_mainz_postvwap), 5), 0.7353*-ts_corr(news_close_vol, news_mov_vol, 180), filter=True)",3441905,0.000238,0.31,0.9,2598365.0,0.000189,0.27,0.88
220,MparKlo,"add(0.1284*ts_vector_proj(vec_avg(anl4_fsgdncbscv4_maxguidance), vec_avg(anl4_fsguidanceqfv4_minguidance), 180), 0.9142*ts_vector_neut(implied_volatility_call_270, parkinson_volatility_60, 250), filter=True)",7844477,0.000369,0.4,0.93,4231897.0,0.000319,0.35,0.88
297,dxOzKxj,"ts_corr(news_eod_vwap, news_spy_last, 250)",9545852,0.008239,0.83,0.95,5022942.0,0.006393,0.66,0.88
84,RpE1MRg,"add(0.2133*-ts_vector_neut(vec_avg(anl4_basicconltv110_down), vec_avg(nws12_prez_div_y), 250), 0.8787*-ts_vector_neut(vec_avg(nws12_afterhsz_highexcstddev), low, 30), filter=True)",10796913,0.000162,0.34,1.18,5644163.0,0.000113,0.21,0.87
118,AwVggpR,"add(0.9592*-ts_vector_proj(vec_avg(nws12_mainz_3l), vec_avg(nws12_mainz_4l), 250), 0.206*ts_corr(news_mins_4_pct_dn, news_mins_5_pct_up, 10), 0.1631*-ts_co_skewness(news_mins_3_chg, vec_avg(nws12_prez_4p), 60), filter=True)",12604542,0.000256,0.31,0.87,8426374.0,0.000245,0.3,0.87
237,Rpbzo00,"add(0.2641*-ts_corr(vec_avg(nws12_allz_newrecord), rp_nip_dividends, 5), 0.4427*-max(news_mins_5_pct_up, vec_avg(nws12_mainz_4l)), 0.6944*-ts_std_dev(vec_avg(nws12_mainz_maxup), 30), 0.332*ts_vector_neut(news_pre_vwap, vec_avg(nws12_prez_prev_vol), 180), filter=True)",11109027,0.000188,0.26,0.86,7058860.0,0.000167,0.25,0.87
128,dxKOegv,"-regression_neut(vec_avg(nws12_afterhsz_highexcstddev), vec_avg(nws12_afterhsz_prevclose))",9577311,0.000141,0.32,1.21,5022477.0,9.7e-05,0.19,0.87
38,WpYXEzx,"add(0.1304*-ts_theilsen(vec_avg(anl4_ady_down), anl4_capex_flag, 5), 0.2881*ts_corr(news_eod_close, news_spy_close, 180), filter=True)",11146499,0.003851,0.89,0.94,4763911.0,0.002653,0.64,0.87
53,xxlwZjq,"add(0.5244*ts_co_skewness(vec_avg(anl4_cuo1actualqfv110_actual), vec_avg(nws12_mainz_opengap), 60), 0.7428*-ts_vector_neut(news_low_exc_stddev, news_vol_stddev, 180), filter=True)",6701090,0.000109,0.29,1.23,3344918.0,6.8e-05,0.16,0.87
332,Jp8nKYj,"add(0.2093*-min(news_mins_7_5_pct_up, vec_avg(nws12_afterhsz_1s)), 0.2666*-ts_theilsen(option_breakeven_1080, option_breakeven_30, 5), filter=True)",15956042,0.000323,0.4,1.0,9599468.0,0.000269,0.32,0.87
365,m863WWx,"-ts_vector_neut(vec_avg(nws12_afterhsz_maxupamt), vec_avg(nws18_nip), 10)",12166969,0.000178,0.31,1.03,7068213.0,0.000136,0.23,0.87
346,z9boePE,"add(0.9368*-min(anl4_qfd1_az_dts_spe, anl4_rd_exp_number), 0.6572*ts_vector_neut(snt_buzz, snt_social_value, 30), filter=True)",17160560,0.000606,0.73,1.33,4421321.0,0.000222,0.29,0.87
355,EwRaRAK,"add(0.6835*ts_theilsen(vec_avg(nws12_mainz_dayopen), vec_avg(nws12_mainz_prevclose), 30), 0.9575*-ts_min_diff(call_breakeven_120, 5), filter=True)",14365602,0.000522,0.46,0.9,6535157.0,0.000331,0.35,0.87
205,27wYxew,"add(0.4392*-ts_vector_neut(vec_avg(nws12_afterhsz_volstddev), vec_avg(nws12_mainz_atrratio), 180), 0.0621*-ts_co_skewness(vec_avg(nws12_afterhsz_02l), vec_avg(nws12_mainz_3l), 10), filter=True)",11055895,0.000142,0.3,1.13,5862884.0,0.000103,0.2,0.87
254,Mpad0bo,"add(0.3552*-ts_covariance(anl4_rd_exp_number, split, 10), 0.7103*-regression_neut(news_range_stddev, vec_avg(nws12_mainz_mov_vol)), filter=True)",7405126,9.6e-05,0.24,1.11,2906340.0,5.3e-05,0.14,0.87
87,eO50jEl,"add(0.0508*-ts_vector_neut(vec_avg(anl4_adxqfv110_low), anl4_tbvps_low, 60), 0.4633*ts_covariance(anl4_ptpr_median, anl4_totgw_median, 60), filter=True)",11768198,0.000987,0.6,0.86,7320870.0,0.000842,0.56,0.86
416,p6WjmNb,"-min(vec_avg(anl4_basicconqfv110_down), est_bookvalue_ps)",14390913,0.000646,0.61,1.07,6915733.0,0.000465,0.41,0.86
95,GwWLWwO,"add(0.2539*ts_median(vec_avg(nws12_mainz_result_vs_index), 180), 0.1292*-ts_theilsen(est_capex, est_eps, 60), filter=True)",15449194,0.00334,0.91,0.82,9218949.0,0.002962,0.88,0.86
267,RpbAvLo,"add(0.638*-ts_vector_neut(vec_avg(nws12_prez_02l), vec_avg(nws12_prez_2l), 5), 0.8475*-ts_theilsen(vec_avg(nws12_mainz_10_min), vec_avg(nws12_mainz_120_min), 250), 0.4862*-ts_zscore(anl4_totassets_flag, 250), filter=True)",5861871,0.00187,0.66,0.96,2298817.0,0.001144,0.44,0.86
77,OpWONVv,"add(0.2164*regression_proj(anl4_capex_flag, vec_avg(nws18_relevance)), 0.6322*-ts_theilsen(anl4_fcf_mean, anl4_fcf_number, 180), filter=True)",14037933,0.000356,0.37,0.88,2546697.0,8.9e-05,0.18,0.86
195,AwNoRnd,"add(0.6345*-ts_corr(vec_avg(nws18_ssc), rp_css_technical, 250), 0.9326*-ts_vector_proj(anl4_qf_az_dts_spe, vec_avg(nws12_prez_short_interest), 5), filter=True)",6394557,0.000715,0.66,1.1,3337089.0,0.000437,0.4,0.86
138,QaKeNJQ,"-ts_vector_proj(news_mins_5_pct_dn, vec_avg(nws12_prez_5s), 5)",42009092,0.000923,0.68,1.0,27174232.0,0.00082,0.55,0.86
70,eOaRR1p,"add(0.5428*-ts_vector_neut(news_session_range, low, 30), 0.5468*-ts_max_diff(vec_avg(nws12_afterhsz_30_min), 5), filter=True)",8620429,0.000127,0.22,0.87,4657202.0,9.7e-05,0.19,0.86
400,ZpAP1wY,"-ts_vector_proj(vec_avg(nws12_afterhsz_3p), vec_avg(nws12_prez_5p), 60)",40846177,0.000787,0.57,0.91,29860046.0,0.000799,0.54,0.86
498,Npapj9w,"-ts_vector_neut(vec_avg(nws12_afterhsz_lowexcstddev), open, 60)",5624235,0.0001,0.24,1.06,3315666.0,7.8e-05,0.17,0.86
518,g1QdN1M,"-ts_vector_neut(vec_avg(nws12_afterhsz_maxdown), vec_avg(nws12_prez_spylast), 60)",19181751,0.000264,0.35,0.96,12991294.0,0.000237,0.3,0.86
39,oKPz1QE,"add(0.8529*ts_theilsen(vec_avg(anl4_adxqfv110_median), anl4_totassets_median, 60), 0.0355*ts_vector_proj(vec_avg(nws12_afterhsz_spylast), vec_avg(nws12_prez_newrecord), 30), filter=True)",4199462,0.000104,0.2,0.9,2652075.0,9.5e-05,0.19,0.86
522,07Rg8M6,"add(0.9579*ts_covariance(anl4_epsr_high, anl4_qfd1_az_hgih_spe, 5), 0.5152*-ts_co_skewness(news_mins_10_chg, vec_avg(nws12_afterhsz_57p), 30), filter=True)",32045212,0.001465,0.89,1.04,18903275.0,0.001227,0.67,0.86
520,Yp5zvpM,"add(0.5178*-ts_corr(anl4_bvps_median, vec_avg(anl4_guiafv4_est), 180), 0.8671*-ts_vector_neut(vec_avg(nws12_afterhsz_volstddev), vec_avg(nws12_mainz_atrratio), 180), filter=True)",9273743,0.000219,0.42,1.26,3429196.0,0.000116,0.21,0.86
482,NpaQ3rq,"add(0.6193*ts_covariance(vec_avg(anl4_guiqfv4_est), anl4_qf_az_hgih_spe, 10), 0.3884*ts_vector_proj(implied_volatility_mean_skew_360, implied_volatility_put_90, 30), 0.2673*-ts_theilsen(rp_css_price, rp_css_ptg, 180), filter=True)",17947729,0.002251,0.98,0.92,11154273.0,0.002771,0.97,0.86
271,GwbgGNJ,"add(0.4217*ts_vector_proj(anl4_epsr_mean, anl4_rd_exp_mean, 10), 0.3619*ts_covariance(anl4_dts_ptp, anl4_ptpr_flag, 10), 0.3478*-regression_neut(news_max_up_amt, vec_avg(nws12_mainz_provider)), filter=True)",7038057,0.00023,0.3,0.89,4775065.0,0.000227,0.29,0.86
208,8zjwXa7,"add(0.1607*ts_theilsen(vec_avg(nws12_mainz_dayopen), vec_avg(nws12_mainz_prevclose), 30), 0.6882*ts_co_skewness(implied_volatility_call_360, implied_volatility_mean_skew_150, 30), filter=True)",14459042,0.001012,0.6,0.85,6115094.0,0.000628,0.48,0.85
511,7wZpkkv,"-max(vec_avg(anl4_basicconqfv110_pu), vec_avg(nws12_afterhsz_vol_ratio))",6553298,0.000104,0.25,1.12,2729376.0,6e-05,0.15,0.85
131,PpM7gK7,"-ts_vector_proj(vec_avg(nws12_mainz_2l), vec_avg(nws12_mainz_57l), 180)",34290985,0.000505,0.5,1.0,19130086.0,0.000405,0.38,0.85
506,KbNPnrl,"add(0.8384*-ts_corr(anl4_tbvps_median, vec_avg(nws18_relevance), 30), 0.4562*ts_theilsen(vec_avg(anl4_ady_numest), vec_avg(anl4_basicconqfv110_pu), 250), 0.3077*ts_corr(call_breakeven_20, put_breakeven_1080, 180), filter=True)",2587885,0.000332,0.35,0.87,1547237.0,0.000278,0.32,0.85
432,7wNzGoL,"-ts_corr(vec_avg(anl4_basicdetailrec_ratingvalue), rp_css_marketing, 180)",6244080,0.003861,0.63,0.89,3212205.0,0.00305,0.51,0.85
8,lVv3L7e,#NAME?,28767356,0.000455,0.61,1.27,12283364.0,0.000265,0.31,0.85
96,WpOGpOZ,"add(0.3101*-ts_corr(rp_ess_insider, rp_ess_technical, 250), 0.184*-ts_vector_neut(news_vol_stddev, vec_avg(nws12_mainz_spyclose), 250), filter=True)",8195659,0.000196,0.43,1.37,2103786.0,7.8e-05,0.17,0.85
496,k3o0XvL,"ts_corr(vec_avg(nws12_afterhsz_spylast), vec_avg(nws12_mainz_tonlow), 250)",4879850,0.00318,0.56,0.89,2592158.0,0.002404,0.46,0.85
219,9wjnpdV,"add(0.5533*ts_covariance(anl4_ebitda_number, anl4_rd_exp_number, 60), 0.8339*-ts_vector_neut(implied_volatility_put_60, parkinson_volatility_180, 10), filter=True)",10309952,0.00061,0.55,1.0,6063027.0,0.000556,0.45,0.85
527,Lp98Zom,-sigmoid(forward_price_30),6875916,0.000514,0.49,0.96,3870509.0,0.000427,0.39,0.85
239,g1bg5E0,"add(0.1109*ts_covariance(vec_avg(nws12_mainz_mainvwap), vec_avg(nws12_prez_prev_vol), 10), 0.4818*-ts_vector_neut(news_max_up_ret, vec_avg(nws12_prez_newrecord), 10), filter=True)",12275867,0.000242,0.39,1.12,6105340.0,0.00023,0.29,0.85
35,AwLaJ0g,"add(0.4751*-ts_vector_proj(vec_avg(nws12_afterhsz_maxupamt), vec_avg(nws12_allz_result1), 180), 0.387*-ts_corr(news_low_exc_stddev, vec_avg(nws12_afterhsz_volstddev), 10), filter=True)",2962713,0.00011,0.21,0.91,1721018.0,9.1e-05,0.18,0.85
338,27mv3zZ,"add(0.4419*-ts_vector_neut(news_session_range, low, 180), 0.6706*-ts_co_skewness(vec_avg(nws12_prez_atrratio), vec_avg(nws12_prez_prevclose), 250), filter=True)",7174324,0.000185,0.29,0.94,2716092.0,0.000107,0.2,0.85
232,z98LkQX,"add(0.5915*ts_vector_proj(implied_volatility_mean_skew_150, parkinson_volatility_20, 5), 0.407*-ts_delta(vec_avg(nws12_prez_epsactual), 250), 0.9033*ts_covariance(historical_volatility_180, implied_volatility_mean_1080, 180), 0.679*-ts_corr(vec_avg(nws12_afterhsz_curr_vol), vec_avg(nws12_mainz_atrratio), 10), filter=True)",2580412,0.000144,0.22,0.81,1453059.0,0.000117,0.21,0.85
350,adxPa5O,"add(0.8025*-ts_vector_proj(vec_avg(nws12_afterhsz_02s), vec_avg(nws12_afterhsz_3l), 5), 0.282*ts_covariance(vec_avg(nws12_afterhsz_result1), rp_nip_credit_ratings, 5), filter=True)",58344643,0.001121,0.69,0.92,34727281.0,0.00096,0.59,0.85
443,MpaKNO8,"ts_co_skewness(vec_avg(nws12_afterhsz_prevday), vec_avg(nws12_mainz_volstddev), 60)",2474704,0.000457,0.4,0.9,1417826.0,0.000369,0.34,0.84
163,xxb8NRp,"add(0.3658*-ts_corr(news_tot_ticks, vec_avg(nws12_mainz_atrratio), 5), 0.7014*-ts_corr(vec_avg(anl4_ady_numest), anl4_netprofit_value, 30), 0.6378*-ts_vector_proj(vec_avg(nws12_mainz_range), vec_avg(nws12_prez_prev_vol), 10), filter=True)",3876274,0.000146,0.32,1.18,1590763.0,8.4e-05,0.17,0.84
207,8zjwXNW,"add(0.3148*-ts_corr(news_eod_high, vec_avg(nws12_prez_newrecord), 10), 0.4668*ts_corr(news_atr14, news_vol_stddev, 180), filter=True)",3522446,0.000278,0.41,1.1,1774908.0,0.000225,0.28,0.84
167,wRbm3d1,"add(0.9531*ts_covariance(anl4_totassets_std, vec_avg(nws12_afterhsz_vol_ratio), 30), 0.6565*-ts_co_skewness(vec_avg(anl4_guiafv4_est), anl4_netdebt_high, 60), filter=True)",9287147,0.000675,0.5,0.86,6168932.0,0.000626,0.47,0.84
31,WpbPvqG,#NAME?,56059433,0.001054,0.65,0.89,40765715.0,0.00113,0.63,0.84
69,LpKJq99,"add(0.8343*-ts_vector_proj(news_mins_7_5_pct_up, vec_avg(nws12_prez_1l), 30), 0.6355*ts_theilsen(news_mins_3_pct_dn, vec_avg(nws12_prez_1l), 5), filter=True)",26396418,0.000467,0.45,0.93,17309904.0,0.000414,0.38,0.84
528,vLkAkrw,"add(0.6794*-ts_corr(anl4_totassets_std, vec_avg(nws12_mainz_epsactual), 250), 0.0987*-ts_covariance(vec_avg(nws12_afterhsz_result2), vec_avg(nws12_allz_newrecord), 180), filter=True)",3524588,0.002931,0.45,0.84,1891005.0,0.00224,0.39,0.84
57,Rp5ZEw0,"add(0.8969*-ts_corr(vec_avg(nws12_mainz_maxup), rp_nip_assets, 10), 0.6173*ts_covariance(vec_avg(nws12_afterhsz_open_vol), vec_avg(nws12_afterhsz_postvwap), 10), filter=True)",11323264,0.000504,0.47,0.94,7807845.0,0.000458,0.4,0.84
421,Ypx83kW,"-ts_delta(news_all_vwap, 5)",11522596,0.000169,0.24,0.81,6311839.0,0.00013,0.21,0.84
388,YplqAVo,"ts_vector_neut(anl4_qfd1_azeps, anl4_tot_gw_ft, 250)",15157637,0.009966,0.99,0.9,11242487.0,0.009581,0.95,0.84
294,9wV2ppV,"-ts_vector_proj(vec_avg(nws12_allz_result1), vec_avg(nws12_prez_maxupamt), 180)",11179420,0.000174,0.29,0.99,5892131.0,0.000123,0.21,0.84
101,Ew6EXj9,"add(0.3236*regression_proj(anl4_medianepsbfam, vec_avg(nws12_mainz_vol_ratio)), 0.5356*-ts_corr(rp_css_mna, rp_css_technical, 60), filter=True)",6851256,0.000145,0.26,0.96,2419179.0,7.4e-05,0.16,0.84
162,LpZaGw6,"add(0.9189*regression_neut(news_mins_5_chg, vec_avg(nws12_prez_4p)), 0.1161*-ts_vector_neut(put_breakeven_10, put_breakeven_30, 5), 0.16*-ts_median(news_session_range_pct, 10), filter=True)",35568116,0.000448,0.53,1.12,19334241.0,0.000354,0.35,0.84
154,XpJ5bGa,"add(0.1035*max(implied_volatility_mean_skew_30, implied_volatility_mean_skew_60), 0.7483*-ts_vector_proj(news_max_up_ret, vec_avg(nws12_afterhsz_tonlast), 10), filter=True)",11775789,0.000317,0.39,0.97,5887053.0,0.000208,0.27,0.84
260,VpaZwN5,"add(0.7871*max(rp_ess_earnings, rp_ess_revenue), 0.1642*-ts_corr(news_session_range, vec_avg(nws12_prez_open_vol), 10), 0.8829*ts_av_diff(implied_volatility_put_180, 5), 0.6932*-ts_vector_neut(news_vol_stddev, vec_avg(nws12_prez_mktcap), 180), filter=True)",5740025,9.7e-05,0.3,1.38,2236752.0,5.3e-05,0.14,0.84
26,oKLrnN5,#NAME?,17684961,0.000268,0.37,1.0,9280290.0,0.000213,0.27,0.84
227,Wpb5wpZ,"add(0.1105*-ts_vector_proj(news_mins_5_pct_up, vec_avg(nws12_mainz_1l), 10), 0.0579*-regression_proj(systematic_risk_last_30_days, vec_avg(nws12_afterhsz_rangeamt)), filter=True)",19149880,0.000262,0.33,0.9,11612124.0,0.000218,0.28,0.84
539,Qa3qoLK,"-ts_rank(put_breakeven_60, 10)",6934104,0.00021,0.31,0.95,3211244.0,0.000139,0.22,0.84
424,Pp2kp3x,"-ts_corr(news_max_dn_amt, news_ton_last, 10)",2260128,8.3e-05,0.18,0.89,1342832.0,7e-05,0.16,0.84
431,27wlMRP,"-ts_corr(vec_avg(nws12_mainz_maxdnamt), rp_nip_credit, 30)",6943725,0.000824,0.6,0.94,3765393.0,0.00063,0.47,0.83
356,xxbzYJw,"add(0.917*-ts_corr(vec_avg(nws12_afterhsz_atrratio), vec_avg(nws12_mainz_mktcap), 5), 0.8506*-max(news_vol_stddev, vec_avg(nws12_afterhsz_range)), filter=True)",6500811,0.000119,0.37,1.51,2112936.0,5.4e-05,0.14,0.83
34,xxlz9om,"add(0.3811*-ts_corr(anl4_ptp_number, anl4_ptpr_median, 250), 0.4473*-ts_covariance(vec_avg(anl4_basicconqfv110_numest), anl4_totgw_number, 250), filter=True)",4229306,0.003314,0.63,1.08,1631864.0,0.001924,0.36,0.83
373,p6RMvMj,"-ts_max(est_bookvalue_ps, 250)",17874718,0.049765,1.12,0.94,10875482.0,0.039873,0.92,0.83
202,EwpdnEG,"add(0.6546*-ts_vector_neut(vec_avg(nws12_afterhsz_volstddev), vec_avg(nws12_prez_curr_vol), 30), 0.3209*-ts_vector_proj(vec_avg(nws12_allz_result1), vec_avg(nws12_prez_maxupamt), 180), filter=True)",15102608,0.000215,0.39,1.2,7214443.0,0.000138,0.22,0.83
47,g1rKGJJ,"add(0.1554*-ts_corr(systematic_risk_last_90_days, vec_avg(nws12_prez_41rta), 10), 0.3536*regression_proj(anl4_bvps_mean, dividend), filter=True)",8495295,0.000155,0.31,1.12,3770067.0,9.8e-05,0.18,0.83
149,m869PR9,"add(0.166*ts_co_skewness(correlation_last_30_days_spy, open, 5), 0.2711*ts_av_diff(anl4_epsr_high, 60), filter=True)",10853870,0.000315,0.33,0.82,8239345.0,0.000339,0.34,0.83
182,5wgx2OX,"add(0.2313*-ts_theilsen(rp_css_price, rp_css_ptg, 180), 0.6947*-ts_covariance(vec_avg(nws12_afterhsz_lowexcstddev), vec_avg(nws12_afterhsz_open_vol), 10), filter=True)",17038361,0.001883,0.97,1.0,10253692.0,0.001297,0.67,0.83
181,EwR1M6G,"add(0.5954*-ts_vector_neut(vec_avg(nws12_afterhsz_result2), rp_nip_partner, 10), 0.2852*-ts_corr(systematic_risk_last_360_days, vec_avg(nws12_afterhsz_open_vol), 10), filter=True)",8519812,0.000283,0.36,0.95,3558476.0,0.000195,0.26,0.83
50,Jp3YL0W,"add(0.4559*ts_vector_neut(anl4_fcfps_median, anl4_qf_az_cfps_median, 30), 0.6105*-ts_corr(vec_avg(nws12_mainz_allticks), vec_avg(nws12_mainz_spyclose), 5), filter=True)",8016053,0.000423,0.53,1.16,3974521.0,0.000256,0.3,0.83
434,KbNG39E,"ts_vector_proj(vec_avg(anl4_fsgdncbscv4_minguidance), anl4_qfd1_az_hgih_spe, 60)",5503840,0.011047,0.78,1.18,2343851.0,0.006986,0.43,0.83
407,27w6o18,"-ts_vector_neut(historical_volatility_30, implied_volatility_put_90, 60)",6936829,0.000426,0.38,0.83,3927668.0,0.000345,0.34,0.83
92,QavVg3G,"add(0.4174*-ts_vector_proj(news_mins_2_pct_dn, vec_avg(nws12_prez_57s), 180), 0.5663*ts_corr(anl4_qfd1_az_div_number, split, 250), filter=True)",41397117,0.001428,1.01,1.2,18221687.0,0.000923,0.56,0.83
134,YpxQorw,"-ts_vector_proj(vec_avg(nws12_afterhsz_allticks), vec_avg(nws12_afterhsz_rangestddev), 5)",22708199,0.000374,0.38,0.89,9166423.0,0.000198,0.26,0.83
171,7w6A6Qv,"add(0.8108*-ts_theilsen(anl4_bvps_number, vec_avg(nws12_prez_div_y), 30), 0.4125*ts_covariance(vec_avg(nws12_afterhsz_41rta), vec_avg(nws12_prez_peratio), 180), filter=True)",13252528,0.005332,0.95,0.92,7392596.0,0.003929,0.76,0.83
521,EwvzwLJ,"add(0.9288*-ts_co_skewness(systematic_risk_last_360_days, news_range_stddev, 250), 0.5986*-ts_covariance(vec_avg(nws12_afterhsz_rangestddev), vec_avg(nws12_mainz_mainvwap), 180), filter=True)",6069188,0.002095,0.71,1.02,3442613.0,0.001659,0.52,0.83
505,z98O1mo,"ts_corr(vec_avg(anl4_basicconltv110_median), anl4_gric_mean, 180)",2566511,0.000665,0.38,0.83,1534381.0,0.000573,0.35,0.83
243,z982kYd,"add(0.7143*-ts_vector_proj(news_vol_stddev, vec_avg(nws12_prez_prev_vol), 250), 0.9122*ts_theilsen(vec_avg(anl4_cuo1conafv110_item), vec_avg(anl4_cuo1guidaf_item), 10), filter=True)",8902759,0.000154,0.24,0.88,5761178.0,0.000128,0.21,0.83
100,lVAlkQx,"add(0.5727*-min(vec_avg(nws12_afterhsz_rangestddev), vec_avg(nws12_mainz_range)), 0.2743*-ts_corr(news_low_exc_stddev, vec_avg(nws12_afterhsz_volstddev), 10), filter=True)",5093823,0.000139,0.31,1.16,2326421.0,9.2e-05,0.18,0.82
454,Gwm5p50,"-ts_co_skewness(vec_avg(nws12_afterhsz_range), vec_avg(nws12_prez_open_vol), 5)",10938265,0.000209,0.31,0.97,6996708.0,0.000189,0.25,0.82
30,ngdQMqM,#NAME?,3397623,0.00068,0.46,0.89,2364931.0,0.000705,0.43,0.82
48,Lp8qqJL,"add(0.3836*-ts_corr(news_pe_ratio, vec_avg(nws12_afterhsz_curr_vol), 60), 0.1608*-ts_corr(vec_avg(nws18_ssc), rp_css_credit_ratings, 60), filter=True)",2505591,0.000496,0.43,0.96,1267836.0,0.000363,0.31,0.82
295,27O27ZZ,-zscore(news_range_stddev),9766187,0.000124,0.37,1.49,2735979.0,4.9e-05,0.13,0.82
490,m8mgxdX,"add(0.2987*ts_covariance(news_mins_20_chg, vec_avg(nws12_afterhsz_3p), 30), 0.3215*-ts_min_diff(vec_avg(anl4_mark), 5), 0.4551*ts_corr(vec_avg(nws12_afterhsz_mktcap), vwap, 250), filter=True)",49853993,0.00497,1.58,1.0,25043436.0,0.003754,1.12,0.82
441,OpNn1pq,"-ts_co_skewness(vec_avg(nws12_prez_curr_vol), low, 30)",2968510,0.000209,0.26,0.82,1901294.0,0.000194,0.26,0.82
29,xx3ewkb,"ts_co_skewness(vec_avg(anl4_basicconqfv110_down), anl4_netdebt_flag, 250)",13153432,0.003833,0.95,0.93,8058128.0,0.003273,0.78,0.82
415,Jp3a3LA,"-ts_vector_neut(vec_avg(nws12_mainz_result1), rp_nip_labor, 30)",14961000,0.000169,0.25,0.86,8148496.0,0.000131,0.21,0.82
448,eO9MY5N,"-ts_vector_neut(vec_avg(nws12_afterhsz_volstddev), vec_avg(nws12_prez_curr_vol), 30)",10875559,0.000147,0.29,1.06,6257043.0,0.000113,0.19,0.82
418,m8KVbo9,"-min(vec_avg(nws12_mainz_open_vol), vec_avg(nws12_prez_lowexcstddev))",11388673,0.000168,0.38,1.31,5068148.0,0.000102,0.19,0.82
309,bLRNwVr,"-max(news_prev_day_ret, vec_avg(nws12_prez_curr_vol))",15683298,0.00028,0.39,1.03,5849958.0,0.000137,0.21,0.82
411,ngd6mWw,"-ts_vector_proj(news_mins_5_pct_up, vec_avg(nws12_mainz_1l), 10)",18581822,0.000233,0.3,0.87,11277083.0,0.000199,0.26,0.82
515,qAWwwz1,"ts_theilsen(news_ton_high, vec_avg(nws12_afterhsz_tonlast), 30)",6310791,0.000347,0.41,0.98,3480915.0,0.00027,0.3,0.82
376,7wNZ36Z,"-ts_vector_neut(anl4_bvps_median, vec_avg(anl4_dez1basicqfv4v104_est), 250)",13244900,0.001381,0.74,0.89,5920042.0,0.00093,0.56,0.82
183,ZpA61W8,"add(0.8496*ts_zscore(implied_volatility_call_120, 60), 0.5373*ts_vector_proj(anl4_epsr_flag, sharesout, 250), filter=True)",7818270,0.000931,0.81,1.19,2957281.0,0.000508,0.41,0.82
251,QabOgdG,"add(0.4537*max(anl4_cfi_median, anl4_fcfps_median), 0.7591*-ts_vector_proj(news_mins_7_5_pct_up, vec_avg(nws12_afterhsz_4l), 10), filter=True)",8431991,0.003463,0.73,0.89,5316531.0,0.003422,0.64,0.82
252,6wjZoaO,"add(0.5151*ts_vector_proj(anl4_fcfps_low, est_fcf_ps, 250), 0.2957*-ts_vector_proj(news_session_range, vec_avg(nws12_afterhsz_rangeamt), 250), filter=True)",7440307,0.001107,0.75,1.01,3514320.0,0.000958,0.52,0.82
157,Rp6nk9b,"add(0.367*ts_vector_neut(vec_avg(nws12_afterhsz_eodlow), vec_avg(nws12_afterhsz_maxup), 180), 0.4969*-ts_theilsen(anl4_fcf_mean, anl4_fcf_number, 180), 0.3438*-ts_vector_proj(vec_avg(nws12_allz_result1), vec_avg(nws12_prez_maxupamt), 180), filter=True)",16303875,0.000485,0.48,0.97,4171395.0,0.000161,0.23,0.82
256,g1bX1EK,"add(0.8072*ts_vector_proj(anl4_fcfps_low, est_fcf_ps, 250), 0.2343*ts_theilsen(vec_avg(nws18_bam), rp_css_marketing, 180), 0.5054*-ts_corr(vec_avg(anl4_basicdetailqfv110_bk), vec_avg(anl4_eaz2lrec_bk), 250), 0.2965*-ts_vector_neut(vec_avg(nws12_mainz_maxup), vec_avg(nws12_prez_newssess), 250), filter=True)",6308089,0.000554,0.44,0.83,3660476.0,0.000455,0.39,0.82
213,g1b2gmM,"add(0.772*-ts_corr(vec_avg(nws12_afterhsz_mktcap), vec_avg(nws12_mainz_eodclose), 30), 0.5074*ts_median(est_fcf_ps, 250), filter=True)",6712358,0.00168,0.63,0.86,4507707.0,0.001484,0.59,0.82
73,OpWEGRv,"add(0.6061*ts_vector_proj(implied_volatility_mean_skew_720, implied_volatility_put_270, 30), 0.334*regression_proj(news_max_dn_ret, vec_avg(nws12_mainz_maxdnamt)), filter=True)",2344577,5.3e-05,0.14,0.84,1474371.0,4.7e-05,0.13,0.82
65,vLA05Jz,"add(0.2259*ts_theilsen(rp_css_mna, rp_css_ptg, 30), 0.6731*ts_corr(vec_avg(anl4_baz1v110_prevval), vec_avg(anl4_dez1afv4_preest), 30), filter=True)",18736936,0.001773,0.89,0.94,10014603.0,0.001556,0.72,0.82
374,Rpb6Leg,"ts_av_diff(anl4_netprofit_mean, 250)",10832313,0.005473,0.87,0.93,5147609.0,0.003651,0.62,0.81
117,17NJwjR,"add(0.2988*-ts_theilsen(vec_avg(nws18_bam), rp_css_credit, 30), 0.2147*-ts_vector_proj(news_high_exc_stddev, vec_avg(nws12_prez_prevclose), 5), 0.3677*-ts_vector_neut(news_max_up_amt, rp_nip_business, 60), filter=True)",8725191,0.000173,0.27,0.93,4405906.0,0.000126,0.2,0.81
290,m8mLNq2,"min(implied_volatility_call_150, implied_volatility_mean_60)",5419488,0.000235,0.28,0.83,3239916.0,0.000202,0.26,0.81
293,PpZA8V7,"-ts_corr(vec_avg(nws18_ssc), rp_css_credit_ratings, 60)",5867185,0.001505,0.73,1.07,2341904.0,0.000849,0.42,0.81
